pid;Bedroom;FullBath;HalfBath;Exter Cond;Exter Qual;Heating QC;Kitchen Qual;MS Zoning;pid_1;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;Gr Liv Area;description;code;id;description_1;code_1;pid_1_1;Sale Date;Sale Type;Sale Condition;saleprice
527163070;3;2;1;2;1;2;3;6;527163070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;68;PConc ;GasA ;Y;SBrkr;680;790;0;1;6;Typ ;1;TA;Y;232;63;0;0;0;NA   ;60;1470;;;6;Residential Low Density      ;RL     ;527163070;2009/04/17 00:00:00.000000000;WD   ;Normal ;185000
527163080;3;2;0;3;3;2;2;6;527163080;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;52;PConc ;GasA ;Y;SBrkr;1187;0;0;1;6;Typ ;0;NA;Y;0;21;0;0;0;NA   ;20;1187;;;6;Residential Low Density      ;RL     ;527163080;2007/08/27 00:00:00.000000000;WD   ;Normal ;160000
527163100;3;2;1;3;3;2;3;6;527163100;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;773;885;0;1;8;Typ ;1;TA;Y;224;84;0;0;0;NA   ;60;1658;;;6;Residential Low Density      ;RL     ;527163100;2008/06/14 00:00:00.000000000;WD   ;Normal ;188000
527163130;3;2;1;3;3;2;2;6;527163130;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;707;809;0;1;7;Typ ;1;TA;Y;0;46;0;0;0;NA   ;60;1516;;;6;Residential Low Density      ;RL     ;527163130;2009/07/18 00:00:00.000000000;WD   ;Normal ;181316
527164020;3;2;0;3;3;1;2;6;527164020;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;45;PConc ;GasA ;Y;SBrkr;1190;0;0;1;6;Typ ;1;TA;Y;0;21;0;0;0;NA   ;20;1190;;;6;Residential Low Density      ;RL     ;527164020;2009/11/27 00:00:00.000000000;WD   ;Normal ;166000
527164060;3;2;1;3;3;2;3;6;527164060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;808;785;0;1;7;Typ ;1;TA;Y;342;40;0;0;0;MnPrv;60;1593;;;6;Residential Low Density      ;RL     ;527164060;2009/12/16 00:00:00.000000000;WD   ;Normal ;178000
527164090;3;2;1;3;3;2;3;6;527164090;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;702;779;0;1;6;Typ ;1;TA;Y;0;36;0;0;0;NA   ;60;1481;;;6;Residential Low Density      ;RL     ;527164090;2009/03/26 00:00:00.000000000;WD   ;Normal ;174000
527164120;3;2;1;3;2;1;2;6;527164120;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1086;809;0;1;7;Typ ;1;TA;Y;143;46;0;0;0;NA   ;60;1895;;;6;Residential Low Density      ;RL     ;527164120;2008/10/21 00:00:00.000000000;WD   ;Normal ;194500
527165010;3;2;1;3;3;2;2;6;527165010;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;194;PConc ;GasA ;Y;SBrkr;851;858;0;1;7;Typ ;0;NA;Y;0;40;0;0;0;GdPrv;60;1709;;;6;Residential Low Density      ;RL     ;527165010;2008/09/13 00:00:00.000000000;WD   ;Normal ;185000
527165020;3;2;1;3;2;2;2;6;527165020;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;76;PConc ;GasA ;Y;SBrkr;802;670;0;1;7;Typ ;1;TA;Y;164;0;0;0;0;NA   ;80;1472;;;6;Residential Low Density      ;RL     ;527165020;2007/05/17 00:00:00.000000000;WD   ;Normal ;160000
527165100;3;2;1;3;3;2;2;6;527165100;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;170;PConc ;GasA ;Y;SBrkr;812;670;0;1;7;Typ ;1;TA;Y;100;25;0;0;0;NA   ;80;1482;;;6;Residential Low Density      ;RL     ;527165100;2007/07/10 00:00:00.000000000;WD   ;Normal ;163900
527165130;3;2;0;3;3;2;2;6;527165130;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;106;PConc ;GasA ;Y;SBrkr;1167;0;0;1;6;Typ ;0;NA;Y;120;26;0;0;0;NA   ;20;1167;;;6;Residential Low Density      ;RL     ;527165130;2009/07/21 00:00:00.000000000;WD   ;Normal ;173000
527165170;3;2;1;3;3;2;3;6;527165170;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;910;732;0;1;7;Typ ;1;TA;Y;290;84;0;0;0;NA   ;60;1642;;;6;Residential Low Density      ;RL     ;527165170;2007/07/12 00:00:00.000000000;WD   ;Normal ;168000
527165230;3;2;0;2;3;1;3;6;527165230;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1187;0;0;1;6;Typ ;0;NA;Y;483;21;0;0;0;GdPrv;20;1187;;;6;Residential Low Density      ;RL     ;527165230;2010/03/21 00:00:00.000000000;WD   ;Normal ;185000
527166010;3;2;1;3;2;1;2;6;527166010;Gable  ;CompShg;VinylSd;VinylSd;None   ;344;PConc ;GasA ;Y;SBrkr;1005;978;0;1;9;Typ ;1;TA;Y;0;0;0;0;0;NA   ;60;1983;;;6;Residential Low Density      ;RL     ;527166010;2009/05/12 00:00:00.000000000;WD   ;Normal ;225000
527166030;3;2;1;3;3;2;3;6;527166030;Hip    ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;955;677;0;1;8;Typ ;1;TA;Y;0;28;0;0;0;NA   ;60;1632;;;6;Residential Low Density      ;RL     ;527166030;2006/06/28 00:00:00.000000000;WD   ;Normal ;176500
527166040;3;2;1;3;3;2;3;6;527166040;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;789;676;0;1;7;Typ ;1;Gd;Y;0;75;0;0;0;NA   ;60;1465;;;6;Residential Low Density      ;RL     ;527166040;2010/05/27 00:00:00.000000000;WD   ;Normal ;180400
527175130;3;1;0;3;3;4;3;6;527175130;Gable  ;CompShg;HdBoard;HdBoard;BrkCmn ;138;CBlock;GasA ;Y;SBrkr;1128;0;0;1;6;Typ ;1;TA;P;0;108;246;0;0;MnPrv;20;1128;;;6;Residential Low Density      ;RL     ;527175130;2007/03/13 00:00:00.000000000;WD   ;Alloca ;154204
527180040;2;1;1;3;3;2;2;6;527180040;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1341;0;0;1;5;Typ ;1;Po;Y;192;0;0;0;0;NA   ;20;1341;;;6;Residential Low Density      ;RL     ;527180040;2010/02/23 00:00:00.000000000;WD   ;Normal ;171500
527180100;3;2;0;3;3;1;3;6;527180100;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1442;0;0;1;5;Typ ;0;NA;Y;0;34;0;508;0;NA   ;20;1442;;;6;Residential Low Density      ;RL     ;527180100;2009/05/26 00:00:00.000000000;WD   ;Normal ;180500
527182020;2;2;0;3;3;3;3;6;527182020;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1204;0;0;1;5;Typ ;0;NA;Y;120;70;0;0;0;NA   ;120;1204;;;6;Residential Low Density      ;RL     ;527182020;2006/08/10 00:00:00.000000000;WD   ;Normal ;130000
527182040;2;1;1;3;2;1;2;6;527182040;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1088;0;0;1;5;Typ ;0;NA;Y;0;74;137;0;0;NA   ;120;1088;;;6;Residential Low Density      ;RL     ;527182040;2007/10/21 00:00:00.000000000;WD   ;Normal ;170000
527182110;1;1;0;3;2;2;2;6;527182110;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1360;0;0;1;4;Typ ;1;Ex;Y;63;0;0;0;0;NA   ;120;1360;;;6;Residential Low Density      ;RL     ;527182110;2009/08/16 00:00:00.000000000;COD  ;Abnorml;187500
527182170;3;2;0;3;2;2;2;6;527182170;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1190;900;0;1;6;Min1;1;TA;Y;219;0;0;0;0;NA   ;160;2090;;;6;Residential Low Density      ;RL     ;527182170;2007/09/19 00:00:00.000000000;WD   ;Normal ;207500
527182190;1;1;1;3;2;3;2;6;527182190;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1502;0;0;1;4;Typ ;0;NA;Y;0;54;0;0;140;NA   ;120;1502;;;6;Residential Low Density      ;RL     ;527182190;2010/06/25 00:00:00.000000000;WD   ;Normal ;212000
527183030;2;2;0;3;2;2;2;6;527183030;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1228;0;0;1;5;Typ ;1;Gd;Y;168;120;0;0;0;NA   ;120;1228;;;6;Residential Low Density      ;RL     ;527183030;2008/10/28 00:00:00.000000000;WD   ;Normal ;189000
527183060;2;2;0;3;2;2;2;6;527183060;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1337;0;0;1;5;Typ ;1;TA;Y;0;73;154;0;0;NA   ;120;1337;;;6;Residential Low Density      ;RL     ;527183060;2008/04/11 00:00:00.000000000;WD   ;Normal ;188500
527184020;2;2;0;3;2;2;3;6;527184020;Gable  ;CompShg;CemntBd;CmentBd;None   ;0;CBlock;GasA ;Y;SBrkr;1179;0;0;1;5;Typ ;0;NA;Y;0;108;0;0;135;NA   ;120;1179;;;6;Residential Low Density      ;RL     ;527184020;2007/10/21 00:00:00.000000000;WD   ;Normal ;182000
527184110;1;1;0;3;2;2;2;6;527184110;Gable  ;CompShg;CemntBd;CmentBd;None   ;0;PConc ;GasA ;Y;SBrkr;1321;0;0;1;4;Typ ;1;TA;Y;0;64;140;0;0;NA   ;120;1321;;;6;Residential Low Density      ;RL     ;527184110;2007/08/24 00:00:00.000000000;WD   ;Normal ;212000
527190050;2;2;0;2;2;2;2;6;527190050;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1064;703;0;1;5;Typ ;1;TA;Y;441;35;0;0;0;NA   ;160;1767;;;6;Residential Low Density      ;RL     ;527190050;2006/06/24 00:00:00.000000000;WD   ;Normal ;239000
527190220;2;2;0;3;2;3;2;6;527190220;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;PConc ;GasA ;Y;SBrkr;1742;0;0;1;5;Typ ;1;TA;Y;114;28;234;0;0;NA   ;120;1742;;;6;Residential Low Density      ;RL     ;527190220;2006/12/27 00:00:00.000000000;WD   ;Normal ;275000
527208010;5;3;1;3;2;1;1;6;527208010;Gable  ;CompShg;VinylSd;VinylSd;Stone  ;130;PConc ;GasA ;Y;SBrkr;1168;1332;0;1;9;Typ ;1;Gd;Y;192;32;0;0;0;NA   ;60;2500;;;6;Residential Low Density      ;RL     ;527208010;2008/07/14 00:00:00.000000000;WD   ;Normal ;355000
527210030;3;3;1;1;2;1;1;6;527210030;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;600;PConc ;GasA ;Y;SBrkr;1414;1384;0;1;11;Typ ;1;Gd;Y;182;37;0;0;0;NA   ;60;2798;;;6;Residential Low Density      ;RL     ;527210030;2006/03/15 00:00:00.000000000;New  ;Partial;457347
527210040;5;3;1;3;1;1;1;6;527210040;Hip    ;CompShg;CemntBd;CmentBd;BrkFace;662;PConc ;GasA ;Y;SBrkr;1528;1862;0;1;10;Typ ;1;Ex;Y;204;34;0;0;0;NA   ;60;3390;;;6;Residential Low Density      ;RL     ;527210040;2006/09/15 00:00:00.000000000;New  ;Partial;545224
527210050;4;2;1;3;2;1;2;6;527210050;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;184;PConc ;GasA ;Y;SBrkr;1102;1371;0;1;11;Typ ;1;Gd;Y;246;39;0;0;0;NA   ;60;2473;;;6;Residential Low Density      ;RL     ;527210050;2006/07/26 00:00:00.000000000;New  ;Partial;356383
527210060;3;2;0;3;2;1;2;6;527210060;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;200;PConc ;GasA ;Y;SBrkr;1922;0;0;1;8;Typ ;1;Gd;Y;178;51;0;0;0;NA   ;20;1922;;;6;Residential Low Density      ;RL     ;527210060;2007/07/18 00:00:00.000000000;WD   ;Normal ;377426
527212030;4;3;1;3;2;1;1;6;527212030;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;208;PConc ;GasA ;Y;SBrkr;1992;876;0;1;11;Typ ;1;Gd;Y;214;108;0;0;0;NA   ;60;2868;;;6;Residential Low Density      ;RL     ;527212030;2006/07/25 00:00:00.000000000;New  ;Partial;556581
527212040;4;2;1;3;1;1;1;6;527212040;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;466;PConc ;GasA ;Y;SBrkr;1264;1312;0;1;10;Typ ;1;Gd;Y;324;100;0;0;0;NA   ;60;2576;;;6;Residential Low Density      ;RL     ;527212040;2006/07/25 00:00:00.000000000;New  ;Partial;361919
527212050;4;2;1;3;2;1;1;6;527212050;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;245;PConc ;GasA ;Y;SBrkr;1134;1370;0;1;11;Typ ;1;Gd;Y;144;39;0;0;0;NA   ;60;2504;;;6;Residential Low Density      ;RL     ;527212050;2008/06/28 00:00:00.000000000;WD   ;Normal ;325000
527212060;4;3;1;3;2;1;1;6;527212060;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;146;PConc ;GasA ;Y;SBrkr;1164;1377;0;1;10;Typ ;1;Gd;Y;120;32;0;0;0;NA   ;60;2541;;;6;Residential Low Density      ;RL     ;527212060;2007/07/17 00:00:00.000000000;WD   ;Normal ;349265
527214030;2;2;0;3;1;1;1;6;527214030;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;296;PConc ;GasA ;Y;SBrkr;1884;0;0;1;7;Typ ;1;Gd;Y;214;76;0;0;0;NA   ;20;1884;;;6;Residential Low Density      ;RL     ;527214030;2008/09/12 00:00:00.000000000;WD   ;Normal ;387000
527214050;1;2;0;3;1;1;1;6;527214050;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;748;PConc ;GasA ;Y;SBrkr;2234;0;0;1;9;Typ ;1;Gd;Y;0;60;0;0;0;NA   ;20;2234;;;6;Residential Low Density      ;RL     ;527214050;2009/07/21 00:00:00.000000000;New  ;Partial;501837
527214060;4;2;1;3;1;1;1;6;527214060;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;734;PConc ;GasA ;Y;SBrkr;1850;848;0;1;11;Typ ;1;Gd;Y;250;0;0;0;0;NA   ;60;2698;;;6;Residential Low Density      ;RL     ;527214060;2006/07/20 00:00:00.000000000;New  ;Partial;535000
527216010;4;3;1;3;2;1;1;6;527216010;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;550;PConc ;GasA ;Y;SBrkr;1390;1405;0;1;10;Typ ;1;Gd;Y;272;102;0;0;0;NA   ;60;2795;;;6;Residential Low Density      ;RL     ;527216010;2006/01/10 00:00:00.000000000;New  ;Partial;401179
527216050;3;3;1;3;1;1;2;6;527216050;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;1031;PConc ;GasA ;Y;SBrkr;1426;1519;0;1;10;Typ ;1;Gd;Y;192;0;37;0;0;NA   ;60;2945;;;6;Residential Low Density      ;RL     ;527216050;2006/10/10 00:00:00.000000000;New  ;Partial;438780
527216070;4;3;1;3;1;1;1;6;527216070;Hip    ;CompShg;CemntBd;Wd Shng;BrkFace;603;PConc ;GasA ;Y;SBrkr;1690;1589;0;1;12;Mod ;1;Gd;Y;503;36;0;0;210;NA   ;60;3279;;;6;Residential Low Density      ;RL     ;527216070;2010/06/20 00:00:00.000000000;WD   ;Normal ;538000
527216080;4;2;1;3;1;1;2;6;527216080;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;710;PConc ;GasA ;Y;SBrkr;2338;0;0;1;8;Typ ;2;Gd;Y;0;135;0;0;322;NA   ;20;2338;;;6;Residential Low Density      ;RL     ;527216080;2007/06/11 00:00:00.000000000;New  ;Partial;591587
527225035;4;2;0;3;2;2;3;6;527225035;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;Wood  ;GasA ;Y;SBrkr;1080;672;0;1;8;Typ ;0;NA;Y;325;12;0;0;0;NA   ;50;1752;;;6;Residential Low Density      ;RL     ;527225035;2010/06/21 00:00:00.000000000;WD   ;Normal ;164000
527226010;2;2;0;3;3;2;3;6;527226010;Gable  ;CompShg;Plywood;Plywood;None   ;0;Slab  ;GasA ;Y;SBrkr;1547;720;53;1;7;Typ ;1;TA;P;120;144;0;0;0;NA   ;60;2267;;;6;Residential Low Density      ;RL     ;527226010;2006/05/24 00:00:00.000000000;WD   ;Normal ;169000
527226020;3;1;0;3;3;3;3;6;527226020;Hip    ;CompShg;BrkFace;BrkFace;None   ;0;CBlock;GasA ;Y;FuseA;1474;0;0;1;7;Min2;2;Gd;Y;0;0;144;0;0;NA   ;20;1474;;;6;Residential Low Density      ;RL     ;527226020;2008/05/15 00:00:00.000000000;WD   ;Normal ;115000
527226040;3;1;1;3;3;3;3;6;527226040;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasW ;Y;SBrkr;1424;0;0;1;7;Mod ;0;NA;N;144;0;0;0;0;NA   ;190;1424;;;6;Residential Low Density      ;RL     ;527226040;2007/11/14 00:00:00.000000000;WD   ;Normal ;155000
527250040;3;1;0;3;3;3;3;6;527250040;Hip    ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;N;SBrkr;1056;0;0;1;5;Typ ;0;NA;Y;264;0;0;0;0;NA   ;190;1056;;;6;Residential Low Density      ;RL     ;527250040;2006/01/27 00:00:00.000000000;WD   ;Normal ;145000
527252050;2;2;0;3;2;1;1;6;527252050;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;165;PConc ;GasA ;Y;SBrkr;1612;0;0;1;6;Typ ;1;Gd;Y;0;164;0;0;0;NA   ;120;1612;;;6;Residential Low Density      ;RL     ;527252050;2007/03/28 00:00:00.000000000;WD   ;Normal ;319900
527252070;2;2;0;3;2;1;2;6;527252070;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;0;PConc ;GasA ;Y;SBrkr;1419;0;0;1;7;Typ ;1;Gd;Y;140;0;0;0;0;NA   ;20;1419;;;6;Residential Low Density      ;RL     ;527252070;2007/10/27 00:00:00.000000000;New  ;Partial;392000
527252080;2;2;0;3;1;1;1;6;527252080;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;178;PConc ;GasA ;Y;SBrkr;1710;0;0;1;6;Typ ;1;Gd;Y;156;48;0;0;0;NA   ;120;1710;;;6;Residential Low Density      ;RL     ;527252080;2008/07/10 00:00:00.000000000;WD   ;Normal ;334000
527252090;2;2;0;3;2;1;2;6;527252090;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;230;PConc ;GasA ;Y;SBrkr;1714;0;0;1;7;Typ ;1;Gd;Y;156;55;0;0;0;NA   ;120;1714;;;6;Residential Low Density      ;RL     ;527252090;2006/08/28 00:00:00.000000000;WD   ;Normal ;318000
527254020;3;2;1;3;2;1;2;6;527254020;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;464;PConc ;GasA ;Y;SBrkr;2046;0;0;1;7;Typ ;1;Gd;Y;322;82;0;0;0;NA   ;20;2046;;;6;Residential Low Density      ;RL     ;527254020;2009/07/17 00:00:00.000000000;New  ;Partial;372500
527254070;3;2;0;3;2;1;2;6;527254070;Gable  ;CompShg;VinylSd;Other  ;BrkFace;238;PConc ;GasA ;Y;SBrkr;1826;0;0;1;7;Typ ;1;TA;Y;180;75;0;0;120;NA   ;20;1826;;;6;Residential Low Density      ;RL     ;527254070;2006/08/17 00:00:00.000000000;New  ;Partial;319000
527256030;1;1;1;3;2;1;2;6;527256030;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;945;PConc ;GasA ;Y;SBrkr;2234;0;0;1;7;Typ ;1;Gd;Y;390;80;0;0;0;NA   ;20;2234;;;6;Residential Low Density      ;RL     ;527256030;2007/01/28 00:00:00.000000000;WD   ;Normal ;441929
527256040;3;2;0;3;1;1;1;6;527256040;Hip    ;CompShg;CemntBd;CmentBd;BrkFace;250;PConc ;GasA ;Y;SBrkr;2042;0;0;1;8;Typ ;1;Gd;Y;240;52;0;0;174;NA   ;20;2042;;;6;Residential Low Density      ;RL     ;527256040;2007/10/10 00:00:00.000000000;New  ;Partial;455000
527256120;3;2;1;3;1;1;1;6;527256120;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;420;PConc ;GasA ;Y;SBrkr;2000;0;0;1;8;Typ ;2;Gd;Y;351;102;0;0;123;NA   ;20;2000;;;6;Residential Low Density      ;RL     ;527256120;2006/09/10 00:00:00.000000000;WD   ;Normal ;470000
527258010;1;1;1;3;2;1;1;6;527258010;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;350;PConc ;GasA ;Y;SBrkr;1856;0;0;1;8;Typ ;1;Ex;Y;113;0;0;0;0;NA   ;20;1856;;;6;Residential Low Density      ;RL     ;527258010;2010/06/18 00:00:00.000000000;New  ;Partial;394432
527258020;3;2;0;3;2;1;2;6;527258020;Hip    ;CompShg;VinylSd;VinylSd;Stone  ;16;PConc ;GasA ;Y;SBrkr;1530;0;0;1;7;Typ ;1;Gd;Y;168;36;0;0;0;NA   ;20;1530;;;6;Residential Low Density      ;RL     ;527258020;2009/06/28 00:00:00.000000000;WD   ;Normal ;260000
527276040;3;2;1;3;3;2;3;6;527276040;Hip    ;CompShg;AsbShng;AsbShng;BrkFace;44;CBlock;GasA ;Y;SBrkr;1488;0;0;1;6;Typ ;1;TA;Y;0;0;180;0;0;NA   ;20;1488;;;6;Residential Low Density      ;RL     ;527276040;2008/07/10 00:00:00.000000000;WD   ;Family ;133000
527276150;2;1;0;3;3;1;3;6;527276150;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;864;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;864;;;6;Residential Low Density      ;RL     ;527276150;2010/06/24 00:00:00.000000000;WD   ;Normal ;141000
527276160;3;2;1;3;3;1;3;6;527276160;Gable  ;CompShg;HdBoard;Wd Sdng;BrkFace;157;PConc ;GasA ;Y;SBrkr;946;988;0;1;6;Typ ;1;TA;P;0;176;0;0;200;NA   ;60;1934;;;6;Residential Low Density      ;RL     ;527276160;2009/07/13 00:00:00.000000000;WD   ;Normal ;185000
527301010;3;2;0;3;2;1;2;6;527301010;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1621;0;0;1;8;Typ ;0;NA;Y;108;45;0;0;0;NA   ;20;1621;;;6;Residential Low Density      ;RL     ;527301010;2006/05/26 00:00:00.000000000;WD   ;Normal ;202500
527301080;3;2;0;2;2;1;2;6;527301080;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;310;CBlock;GasA ;Y;SBrkr;1440;0;0;1;7;Typ ;1;TA;Y;0;0;99;0;0;NA   ;20;1440;;;6;Residential Low Density      ;RL     ;527301080;2007/04/16 00:00:00.000000000;WD   ;Normal ;182900
527301170;3;2;1;2;3;2;3;6;527301170;Gable  ;CompShg;Plywood;Plywood;BrkFace;123;CBlock;GasA ;Y;SBrkr;1236;857;0;1;7;Typ ;1;TA;Y;364;63;0;0;0;MnPrv;60;2093;;;6;Residential Low Density      ;RL     ;527301170;2008/11/28 00:00:00.000000000;WD   ;Normal ;215000
527301245;2;2;0;3;2;1;1;6;527301245;Gable  ;CompShg;Plywood;Wd Sdng;BrkFace;102;CBlock;GasA ;Y;SBrkr;1688;0;0;1;6;Typ ;1;Ex;Y;0;48;0;0;141;NA   ;20;1688;;;6;Residential Low Density      ;RL     ;527301245;2008/06/10 00:00:00.000000000;WD   ;Normal ;226500
527301280;3;2;0;3;3;3;3;6;527301280;Hip    ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1284;0;0;1;5;Typ ;0;NA;Y;0;0;192;0;0;NA   ;20;1284;;;6;Residential Low Density      ;RL     ;527301280;2007/04/23 00:00:00.000000000;COD  ;Abnorml;174000
527301320;4;2;1;3;2;3;1;6;527301320;Gable  ;CompShg;CemntBd;CmentBd;BrkFace;278;CBlock;GasA ;Y;SBrkr;1153;1200;0;1;10;Typ ;1;TA;Y;288;195;0;0;0;GdPrv;60;2353;;;6;Residential Low Density      ;RL     ;527301320;2009/08/23 00:00:00.000000000;WD   ;Normal ;260000
527302020;3;3;1;3;3;1;3;6;527302020;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;74;CBlock;GasA ;Y;SBrkr;1140;728;0;1;7;Typ ;1;TA;Y;268;112;0;0;147;NA   ;80;1868;;;6;Residential Low Density      ;RL     ;527302020;2007/01/19 00:00:00.000000000;WD   ;Abnorml;178000
527302050;3;2;0;2;3;3;2;6;527302050;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;210;CBlock;GasA ;Y;SBrkr;1422;0;0;1;7;Typ ;1;TA;Y;276;0;0;0;0;GdPrv;20;1422;;;6;Residential Low Density      ;RL     ;527302050;2008/06/28 00:00:00.000000000;WD   ;Normal ;175500
527302060;3;2;1;3;2;1;2;6;527302060;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;306;CBlock;GasA ;Y;SBrkr;725;754;0;1;6;Typ ;1;TA;Y;167;72;0;0;0;NA   ;60;1479;;;6;Residential Low Density      ;RL     ;527302060;2007/03/11 00:00:00.000000000;WD   ;Normal ;176000
527302070;3;2;0;3;2;3;3;6;527302070;Gable  ;CompShg;WdShing;Plywood;BrkFace;174;CBlock;GasA ;Y;SBrkr;1260;0;0;1;6;Typ ;0;NA;Y;152;0;0;0;0;NA   ;20;1260;;;6;Residential Low Density      ;RL     ;527302070;2008/07/27 00:00:00.000000000;WD   ;Normal ;181900
527302080;4;2;1;2;2;2;2;6;527302080;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;178;PConc ;GasA ;Y;SBrkr;1377;806;0;1;9;Typ ;0;NA;Y;0;0;0;0;0;NA   ;50;2183;;;6;Residential Low Density      ;RL     ;527302080;2006/02/13 00:00:00.000000000;WD   ;Normal ;229000
527302090;3;2;0;3;3;3;2;6;527302090;Gable  ;CompShg;Plywood;Plywood;Stone  ;67;CBlock;GasA ;Y;SBrkr;1664;0;0;1;7;Typ ;1;TA;Y;0;0;0;0;0;NA   ;20;1664;;;6;Residential Low Density      ;RL     ;527302090;2007/09/14 00:00:00.000000000;WD   ;Normal ;213000
527302110;3;2;0;3;3;3;3;6;527302110;Gable  ;CompShg;Plywood;Plywood;Stone  ;119;CBlock;GasA ;Y;SBrkr;2073;0;0;1;7;Min1;2;TA;Y;349;0;0;0;0;MnPrv;20;2073;;;6;Residential Low Density      ;RL     ;527302110;2010/02/13 00:00:00.000000000;WD   ;Normal ;210000
527302175;3;2;0;2;3;3;3;6;527302175;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1586;0;0;1;7;Typ ;1;TA;Y;192;0;0;0;0;NA   ;20;1586;;;6;Residential Low Density      ;RL     ;527302175;2009/01/27 00:00:00.000000000;WD   ;Normal ;181000
